graph_id,graph_seed,n,mean_degree,max_degree,alpha,pfail,budget_ref,scaled_budget,seed_index,env_seed,policy,final_pr,n_active_final,solved,rounds_when_solved,spread_vs_random,instance_label
6,2026006,37,3.7837837837837838,12,0.05,0.05,1,1,2,202606002,random,1.0,37,True,0.0,0.0,random_recovers
6,2026006,37,3.7837837837837838,12,0.05,0.05,1,1,2,202606002,risk,1.0,37,True,0.0,0.0,random_recovers
6,2026006,37,3.7837837837837838,12,0.05,0.05,1,1,3,202606003,betweenness,1.0,37,True,0.0,0.0,random_recovers
6,2026006,37,3.7837837837837838,12,0.05,0.05,1,1,3,202606003,degree,1.0,37,True,0.0,0.0,random_recovers
6,2026006,37,3.7837837837837838,12,0.05,0.05,1,1,3,202606003,greedy,1.0,37,True,0.0,0.0,random_recovers
6,2026006,37,3.7837837837837838,12,0.05,0.05,1,1,3,202606003,random,1.0,37,True,0.0,0.0,random_recovers
6,2026006,37,3.7837837837837838,12,0.05,0.05,1,1,3,202606003,risk,1.0,37,True,0.0,0.0,random_recovers
6,2026006,37,3.7837837837837838,12,0.05,0.05,1,1,4,202606004,betweenness,0.16435354273192113,15,False,,0.05624543462381301,all_fail
6,2026006,37,3.7837837837837838,12,0.05,0.05,1,1,4,202606004,degree,0.18699780861943027,16,False,,0.07888970051132216,all_fail
6,2026006,37,3.7837837837837838,12,0.05,0.05,1,1,4,202606004,greedy,0.16435354273192113,15,False,,0.05624543462381301,all_fail
6,2026006,37,3.7837837837837838,12,0.05,0.05,1,1,4,202606004,random,0.10810810810810811,16,False,,0.0,all_fail
6,2026006,37,3.7837837837837838,12,0.05,0.05,1,1,4,202606004,risk,0.07742878013148284,14,False,,-0.030679327976625273,all_fail
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,0,202607000,betweenness,1.0,49,True,1.0,0.0,random_recovers
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,0,202607000,degree,1.0,49,True,1.0,0.0,random_recovers
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,0,202607000,greedy,1.0,49,True,1.0,0.0,random_recovers
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,0,202607000,random,1.0,49,True,1.0,0.0,random_recovers
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,0,202607000,risk,1.0,49,True,1.0,0.0,random_recovers
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,1,202607001,betweenness,1.0,49,True,10.0,0.9870887130362349,decision_sensitive
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,1,202607001,degree,0.0937109537692628,15,False,,0.08079966680549772,decision_sensitive
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,1,202607001,greedy,1.0,49,True,10.0,0.9870887130362349,decision_sensitive
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,1,202607001,random,0.012911286963765095,17,False,,0.0,decision_sensitive
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,1,202607001,risk,0.061640982923781756,16,False,,0.04872969596001666,decision_sensitive
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,2,202607002,betweenness,1.0,49,True,5.0,0.97542690545606,decision_sensitive
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,2,202607002,degree,1.0,49,True,5.0,0.97542690545606,decision_sensitive
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,2,202607002,greedy,1.0,49,True,5.0,0.97542690545606,decision_sensitive
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,2,202607002,random,0.02457309454394002,15,False,,0.0,decision_sensitive
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,2,202607002,risk,0.05206164098292378,15,False,,0.02748854643898376,decision_sensitive
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,3,202607003,betweenness,0.08163265306122448,14,False,,0.04872969596001666,all_fail
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,3,202607003,degree,0.0937109537692628,15,False,,0.06080799666805498,all_fail
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,3,202607003,greedy,0.0937109537692628,15,False,,0.06080799666805498,all_fail
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,3,202607003,random,0.03290295710120782,17,False,,0.0,all_fail
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,3,202607003,risk,0.05206164098292378,15,False,,0.01915868388171596,all_fail
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,4,202607004,betweenness,1.0,49,True,1.0,0.0,random_recovers
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,4,202607004,degree,1.0,49,True,1.0,0.0,random_recovers
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,4,202607004,greedy,1.0,49,True,1.0,0.0,random_recovers
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,4,202607004,random,1.0,49,True,1.0,0.0,random_recovers
7,2026007,49,3.836734693877551,18,0.05,0.05,1,1,4,202607004,risk,1.0,49,True,1.0,0.0,random_recovers
8,2026008,49,3.836734693877551,12,0.05,0.05,1,1,0,202608000,betweenness,0.0937109537692628,15,False,,0.05622657226155768,all_fail
8,2026008,49,3.836734693877551,12,0.05,0.05,1,1,0,202608000,degree,0.0937109537692628,15,False,,0.05622657226155768,all_fail
8,2026008,49,3.836734693877551,12,0.05,0.05,1,1,0,202608000,greedy,0.0937109537692628,15,False,,0.05622657226155768,all_fail
8,2026008,49,3.836734693877551,12,0.05,0.05,1,1,0,202608000,random,0.037484381507705125,16,False,,0.0,all_fail
8,2026008,49,3.836734693877551,12,0.05,0.05,1,1,0,202608000,risk,0.015410245730945437,15,False,,-0.022074135776759686,all_fail
8,2026008,49,3.836734693877551,12,0.05,0.05,1,1,1,202608001,betweenness,0.08163265306122448,14,False,,0.07038733860891294,all_fail
8,2026008,49,3.836734693877551,12,0.05,0.05,1,1,1,202608001,degree,0.08163265306122448,14,False,,0.07038733860891294,all_fail
8,2026008,49,3.836734693877551,12,0.05,0.05,1,1,1,202608001,greedy,0.12036651395251978,17,False,,0.10912119950020824,all_fail
8,2026008,49,3.836734693877551,12,0.05,0.05,1,1,1,202608001,random,0.011245314452311536,15,False,,0.0,all_fail
8,2026008,49,3.836734693877551,12,0.05,0.05,1,1,1,202608001,risk,0.015410245730945437,15,False,,0.004164931278633901,all_fail
8,2026008,49,3.836734693877551,12,0.05,0.05,1,1,2,202608002,betweenness,1.0,49,True,1.0,0.0,random_recovers
8,2026008,49,3.836734693877551,12,0.05,0.05,1,1,2,202608002,degree,1.0,49,True,1.0,0.0,random_recovers
8,2026008,49,3.836734693877551,12,0.05,0.05,1,1,2,202608002,greedy,1.0,49,True,1.0,0.0,random_recovers
8,2026008,49,3.836734693877551,12,0.05,0.05,1,1,2,202608002,random,1.0,49,True,1.0,0.0,random_recovers
