alpha,pfail,budget_ref,f_hopeless,f_trivial,f_ds,f_ambiguous,final_pr_degree_mean,final_pr_degree_std,final_pr_degree_p10,final_pr_degree_p25,final_pr_degree_p50,final_pr_degree_p75,final_pr_degree_p90,solved_frac_degree,final_pr_random_mean,final_pr_random_std,final_pr_random_p10,final_pr_random_p25,final_pr_random_p50,final_pr_random_p75,final_pr_random_p90,solved_frac_random,final_pr_betweenness_mean,final_pr_betweenness_std,final_pr_betweenness_p10,final_pr_betweenness_p25,final_pr_betweenness_p50,final_pr_betweenness_p75,final_pr_betweenness_p90,solved_frac_betweenness,final_pr_greedy_mean,final_pr_greedy_std,final_pr_greedy_p10,final_pr_greedy_p25,final_pr_greedy_p50,final_pr_greedy_p75,final_pr_greedy_p90,solved_frac_greedy,final_pr_risk_mean,final_pr_risk_std,final_pr_risk_p10,final_pr_risk_p25,final_pr_risk_p50,final_pr_risk_p75,final_pr_risk_p90,solved_frac_risk,spread_degree_random_mean,spread_degree_random_std,spread_degree_random_p25,spread_degree_random_p75,spread_betweenness_random_mean,cell_label,interestingness_degree,interestingness_betweenness,across_graph_std_pr_degree,within_graph_std_pr_degree
0.12,0.2,1,0.966,0.006,0.028,0.0,0.19322810534944593,0.1485285417586227,0.10662224073302788,0.12098298676748581,0.1466727025803531,0.20773442640764506,0.28444444444444444,0.022,0.10656524797365412,0.10143849921774868,0.026155555555555557,0.04377070854638423,0.08166576527852894,0.13862662905306303,0.22231833910034604,0.006,0.19440501930277873,0.14775917384551324,0.10662224073302788,0.12470052083333334,0.14860292679348625,0.2111029948867787,0.2978414358321652,0.022,0.24551884873535182,0.17906062206479725,0.1296,0.1466727025803531,0.18367346938775508,0.2759708275623269,0.39949863785169765,0.034,0.0957783174899269,0.10500933060360643,0.022135416666666668,0.031684027777777776,0.06875,0.1302071072883658,0.18437252613076804,0.008,0.08666285737579182,0.12637859378112723,0.03348206237605911,0.10275904340398112,0.08783977132912463,hopeless,0.064,0.01609889568881553,0.10372425279981035,0.05386880491155796
0.15,0.05,1,0.298,0.518,0.184,0.0,0.7103356633048932,0.4006974689960061,0.09765625,0.18839367315533753,1.0,1.0,1.0,0.646,0.5560278352659761,0.4623356814874776,0.028784583333333336,0.06668433571275752,1.0,1.0,1.0,0.518,0.7002403891739262,0.40435005473413305,0.0937109537692628,0.18616672381151148,1.0,1.0,1.0,0.636,0.7819658799537628,0.35171004032979697,0.1464454323223178,0.4904522856404959,1.0,1.0,1.0,0.698,0.5638107690490158,0.4601966542541582,0.027528393726338564,0.06688546853779989,1.0,1.0,1.0,0.524,0.154307828038917,0.3481691050664956,0.0,0.09009051005405311,0.14421255390794996,trivial,0.516,0.13168534597911954,0.19513835255400808,0.3239395856327454
0.15,0.08,1,0.506,0.264,0.23,0.0,0.5114951399905153,0.4169164267929042,0.09262759924385634,0.11650269971632393,0.25,1.0,1.0,0.406,0.32672942903432717,0.4076230015184353,0.023457661977655943,0.04235919095776324,0.09807256235827665,1.0,1.0,0.264,0.5220404291086919,0.4155326426354353,0.09648220648803742,0.12229684964845862,0.27461001523807527,1.0,1.0,0.414,0.6230459449910569,0.39230904841135833,0.1254340277777778,0.18367346938775508,0.8273369852600965,1.0,1.0,0.484,0.3480141226056643,0.41671559995098917,0.023129062890462314,0.04162414854439583,0.10750169578170106,1.0,1.0,0.286,0.18476571095618813,0.3427138236964347,0.0,0.13954507142223405,0.1953110000743647,hopeless,0.5840000000000001,0.15861551001516433,0.21944481982502334,0.3356869731834712
0.15,0.1,1,0.628,0.166,0.206,0.0,0.42452741835747837,0.3906959668427,0.09255899832433821,0.1162190082644628,0.19520909085805288,1.0,1.0,0.3,0.24114995308902956,0.34462703778246023,0.024420658473472717,0.04177913223140496,0.08568479938271606,0.19109373073841224,1.0,0.166,0.4299352558297644,0.3890999109590081,0.09559558517284467,0.12098298676748581,0.20661157024793386,1.0,1.0,0.298,0.5367529003525822,0.38074327316595913,0.13082842915346313,0.17060491493383742,0.36,1.0,1.0,0.364,0.2647678947881896,0.36602857200464556,0.02170087524654832,0.03790123456790123,0.09426311143745413,0.220947265625,1.0,0.194,0.1833774652684488,0.30770450889270246,0.008361631944444444,0.13627126270324064,0.18878530274073482,hopeless,0.516,0.1375219969396579,0.21454556266627314,0.2980683823661812
0.15,0.12,1,0.734,0.084,0.182,0.0,0.34566171988764743,0.34641018919740213,0.09679012345679013,0.11653350672671343,0.16735537190082647,0.36182736455463727,1.0,0.2,0.1672044982451864,0.2609927885136607,0.02040734693877551,0.040222701221538024,0.07876867360796742,0.144976953125,0.28775206611570275,0.084,0.34881946126485797,0.3462730566393499,0.09679012345679013,0.12036651395251978,0.16783284702865123,0.37869822485207105,1.0,0.198,0.4518933402225163,0.35574628979348544,0.1296,0.16256677229515618,0.27272776093986784,1.0,1.0,0.258,0.1808555721501963,0.2835496839397059,0.022135416666666668,0.0328152386592392,0.07858433680398372,0.1474609375,1.0,0.102,0.17845722164246108,0.29861310922978906,0.02938161157024794,0.13613406795224975,0.18161496301967156,hopeless,0.444,0.12140843225592406,0.20335234250220802,0.23113477469619817
0.15,0.15,1,0.838,0.05,0.112,0.0,0.27244783222949925,0.2783131483400174,0.10185604345857856,0.12036651395251978,0.15605893879899144,0.25,1.0,0.106,0.14274671890247753,0.20927260988704474,0.024323484833309962,0.0448960302457467,0.08175803402646502,0.1392644672796106,0.25117301038062284,0.05,0.2730773182675524,0.27854789771874466,0.1024,0.12098298676748581,0.1522903033908388,0.25,1.0,0.108,0.36527547681396516,0.3098642057607971,0.13082842915346313,0.1563007030827474,0.2250008656509695,0.39889196675900274,1.0,0.16,0.13554568471436587,0.20554897628130153,0.021655364952103292,0.03438090737240076,0.07955121687398595,0.13716918714555765,0.21891036668175648,0.048,0.12970111332702164,0.23765074718428303,0.03023847665427824,0.11485358636873784,0.13033059936507482,hopeless,0.24,0.06742319346038655,0.179501083542856,0.14620694492371586
0.15,0.18,1,0.9,0.034,0.066,0.0,0.23669839072629598,0.22865041434284922,0.10654407787993511,0.12098298676748581,0.15311909262759926,0.23507805325987147,0.37367614753150663,0.07,0.128676341566203,0.17883961557851524,0.024783185389245992,0.04312056377488582,0.08171189965249698,0.13899405083829094,0.23666910153396642,0.034,0.2366655954180178,0.22797620870520452,0.10633270321361059,0.12098298676748581,0.15132216127476134,0.23507805325987147,0.39145169667590046,0.07,0.31586340288045917,0.2641197405247423,0.13082842915346313,0.15311909262759926,0.20464852607709752,0.332417603382096,0.9498407903200515,0.098,0.11860214217855665,0.16881226018818202,0.022031123242293137,0.03438090737240076,0.07303236175031047,0.13682277318640956,0.2103664978357853,0.03,0.10802204916009295,0.19436161609929686,0.033333333333333326,0.11111111111111109,0.10798925385181475,hopeless,0.15000000000000002,0.039931395801995444,0.15416258569115548,0.10268652125064785
0.15,0.2,1,0.932,0.01,0.058,0.0,0.22072432844115344,0.1983779738465058,0.10680529300567108,0.12133742911153118,0.1563007030827474,0.22145328719723184,0.3482716577292901,0.046,0.10737767412574084,0.1153618494878505,0.025951984877126657,0.04383270321361059,0.07983703033046628,0.13321205742984668,0.22324159511299074,0.01,0.221486706851789,0.20036009262911328,0.10662224073302788,0.1254340277777778,0.15311909262759926,0.22145328719723184,0.3548775510204083,0.048,0.28855599421284345,0.2305431863555667,0.13082842915346313,0.1563007030827474,0.19963784517881392,0.31640625,0.5550252389413234,0.068,0.1010115876016953,0.11408031381884137,0.02109248242293131,0.03255208333333333,0.07232084155161077,0.13083006611230313,0.20848660126797658,0.01,0.1133466543154126,0.18099923894967682,0.035630838494055087,0.11483043822058976,0.11410903272604817,hopeless,0.13599999999999998,0.03970749394188279,0.13086542742416726,0.08520229323449541
0.18,0.05,1,0.16,0.592,0.248,0.0,0.7962804674517628,0.3575640760333229,0.1162190082644628,0.7389736316376199,1.0,1.0,1.0,0.744,0.6245891492276553,0.4539732465066459,0.03254634607162618,0.07931899371297077,1.0,1.0,1.0,0.592,0.8024644375876335,0.3533396132303471,0.12054441444409836,1.0,1.0,1.0,1.0,0.752,0.8901202220812844,0.2662382029090003,0.31191956085266354,1.0,1.0,1.0,1.0,0.834,0.6049060191122769,0.455248617264406,0.029261666859560463,0.08290450726070812,1.0,1.0,1.0,0.568,0.1716913182241076,0.37049544338826185,0.0,0.08817817338888101,0.1778752883599782,trivial,0.648,0.17333122342685336,0.1864494528228947,0.25712641766791955
0.18,0.08,1,0.342,0.332,0.326,0.0,0.6311930312009354,0.4135075860439584,0.09679012345679013,0.14253389791818846,1.0,1.0,1.0,0.538,0.389832376322798,0.43410394834853805,0.025120000000000007,0.04600694444444445,0.11426258279405133,1.0,1.0,0.332,0.6377041340206007,0.4136101647010367,0.09765625,0.14271604938271604,1.0,1.0,1.0,0.542,0.7548829342781155,0.35649181437062244,0.15966840277777783,0.35223648282842546,1.0,1.0,1.0,0.652,0.4048444206164364,0.43642504709736574,0.026655560183256974,0.05648172486022137,0.12778935103453148,1.0,1.0,0.346,0.24136065487813732,0.38611247713162405,0.0,0.4058105917125803,0.2478717576978027,mixed,0.834,0.2246217146368287,0.22503577424085805,0.32537273492970614
0.18,0.1,1,0.46,0.25,0.29,0.0,0.5473939843188812,0.4119022729880256,0.09679012345679013,0.13082842915346313,0.38235392196094126,1.0,1.0,0.43,0.31930539501107125,0.39773352235801007,0.025701259756657487,0.05147372167378468,0.10440214158239144,0.5208333333333333,1.0,0.25,0.5457729998598178,0.4141714013614639,0.09765625,0.13082842915346313,0.3678251821019771,1.0,1.0,0.434,0.6719157370457568,0.37555318949373107,0.14927685950413222,0.2371751649298427,1.0,1.0,1.0,0.534,0.32407586241900055,0.40284826925418593,0.02442065847347272,0.050934731834585766,0.10307621671258035,1.0,1.0,0.258,0.22808858930780995,0.36559304749138366,0.0,0.3012631191696012,0.22646760484874645,mixed,0.728,0.19728214570643585,0.2384139477604607,0.3108486777822308
0.18,0.12,1,0.582,0.154,0.264,0.0,0.4562164948351631,0.39455703180414037,0.09679012345679013,0.12314288694143401,0.22145328719723184,1.0,1.0,0.32,0.23092962996770394,0.3347025250488992,0.023110060911573204,0.04312056377488582,0.08560090702947845,0.19275065104166667,1.0,0.154,0.4578359082395112,0.3940878344210158,0.09765625,0.12755102040816327,0.22058992484861592,1.0,1.0,0.328,0.5828416654248224,0.379847591955907,0.140625,0.19753086419753085,0.4657766161550468,1.0,1.0,0.414,0.226044255896298,0.3319391958889098,0.022156733369388858,0.03802469135802469,0.08735449735449735,0.17192147531231408,1.0,0.15,0.22528686486745914,0.3453278787611372,0.014204545454545449,0.20952479338842978,0.22690627827180726,hopeless,0.652,0.1797223022532404,0.22349745767773677,0.2936385055979704
0.18,0.15,1,0.744,0.086,0.17,0.0,0.34640397633667264,0.33826505756001907,0.10088132747933885,0.12098298676748581,0.16831032215647598,0.3820626289731579,1.0,0.182,0.17377848993164705,0.26305463938710066,0.023142327515600747,0.0448960302457467,0.0837743099760383,0.15168223385006602,0.32111111111111107,0.086,0.33823509908187993,0.3330052423058064,0.10143606411272073,0.12098298676748581,0.17126319512307575,0.36,1.0,0.178,0.45906009840809686,0.3538308364400121,0.13082842915346313,0.1680715845925636,0.28444444444444444,1.0,1.0,0.256,0.16127759147723394,0.24918321743218166,0.02265722615576843,0.03839506172839506,0.0873015873015873,0.14315642217630853,0.25205515088449576,0.076,0.17262548640502562,0.29037839911379776,0.027468961814114935,0.1379706152433425,0.16445660915023286,hopeless,0.386,0.10407320469864578,0.20447727956819362,0.220937996386834
0.18,0.18,1,0.822,0.052,0.126,0.0,0.28843867228319203,0.28744045633864207,0.10633270321361059,0.12168739859383451,0.16435354273192113,0.26538108356290174,1.0,0.122,0.14323380684052267,0.2134709670815711,0.023621775147929,0.04306434293944421,0.08049204975662522,0.14271604938271604,0.2511111111111111,0.052,0.29040506888977097,0.29058207957385246,0.10633270321361059,0.12344777209642076,0.16383219954648526,0.2656331071570879,1.0,0.126,0.39022693423034,0.31892875143144134,0.13082842915346313,0.16000000000000003,0.23764872588832686,0.4759338771235078,1.0,0.178,0.1359685401297115,0.198223661275095,0.022865472719700127,0.03802469135802469,0.08175803402646502,0.14171875,0.22326989619377166,0.044,0.14520486544266936,0.24913026533210936,0.03399185370470524,0.1288060618321663,0.1471712620492483,hopeless,0.288,0.08000379483744406,0.17484747739483752,0.1684451278832187
0.18,0.2,1,0.858,0.02,0.122,0.0,0.2615163093909864,0.252418504915958,0.10662224073302788,0.12168739859383451,0.16383219954648526,0.25,0.6092802484570197,0.084,0.11346957014207558,0.14527424660488275,0.020829999999999998,0.04158643946087318,0.07878342977450525,0.1358086946478147,0.2224048442906575,0.02,0.2601109519031044,0.25250399898482595,0.10662224073302788,0.1254340277777778,0.16000000000000003,0.25,0.6133164062500007,0.086,0.35647292658084634,0.29246830707940136,0.13082842915346313,0.16000000000000003,0.22960069444444448,0.390625,1.0,0.142,0.11338496410376656,0.14519120630081164,0.022121875000000003,0.03438090737240076,0.07696280991735537,0.1369979872622079,0.21308349769888235,0.02,0.1480467392489108,0.23629890507106344,0.041503426275992406,0.13380205516495405,0.14664138176102887,hopeless,0.266,0.0737401498205803,0.1556848280474594,0.13753041717177658
0.2,0.05,1,0.094,0.652,0.254,0.0,0.8607261431721197,0.3108226185518317,0.1554644874027958,1.0,1.0,1.0,1.0,0.828,0.6780024466655941,0.44222332349665633,0.03207260160680529,0.09344811378142377,1.0,1.0,1.0,0.652,0.8578557676544049,0.3141024622233278,0.16344897959183677,1.0,1.0,1.0,1.0,0.826,0.936808336697966,0.206645584106728,0.9957899502037123,1.0,1.0,1.0,1.0,0.9,0.6620266240124603,0.4449295604042402,0.030098888385896083,0.09733700642791553,1.0,1.0,1.0,0.632,0.18272369650652562,0.3741582635655827,0.0,0.07842630853994492,0.17985332098881068,trivial,0.676,0.18057182022493823,0.16218574149971868,0.19727248931125219
0.2,0.08,1,0.248,0.404,0.348,0.0,0.7136662912262899,0.39446812538403003,0.10633270321361059,0.21675213675213678,1.0,1.0,1.0,0.638,0.455175767858219,0.45213262011612976,0.026640085289863672,0.047740183916194084,0.14946541937144325,1.0,1.0,0.404,0.7146445310406847,0.39251345525135606,0.10633270321361059,0.22117118155785725,1.0,1.0,1.0,0.626,0.833383527173406,0.3121885342865323,0.19116921668241968,0.9451225981761913,1.0,1.0,1.0,0.748,0.4567297207201782,0.44586066031966554,0.028409090909090908,0.06418161651234569,0.1569331646769082,1.0,1.0,0.398,0.2584905233680709,0.40186154818245123,0.0,0.6508984375,0.25946876318246564,mixed,0.904,0.23723188450978605,0.19654385945720532,0.31498034789141566
0.2,0.1,1,0.362,0.294,0.344,0.0,0.6242309888509254,0.4104422136617653,0.10230873698506113,0.16256677229515618,1.0,1.0,1.0,0.526,0.35867635301742334,0.41834820256643845,0.027205845301083394,0.05121851851851852,0.10786692587666089,1.0,1.0,0.294,0.6292002530721766,0.4087111130490736,0.10629975739197911,0.1561798209408694,1.0,1.0,1.0,0.52,0.747298455232595,0.35534480391911005,0.16308012675418743,0.31209273786822017,1.0,1.0,1.0,0.628,0.3750125184862659,0.42349858318552847,0.02748071258903623,0.055181175362952986,0.12967889273356403,1.0,1.0,0.31,0.26555463583350203,0.3892486389193577,0.0,0.5845269097222222,0.2705239000547533,mixed,0.884,0.24050091896334913,0.22831897201959434,0.31310766955839836
0.2,0.12,1,0.48,0.188,0.332,0.0,0.543144866338273,0.40754871338901527,0.10185604345857856,0.140625,0.33829096809085996,1.0,1.0,0.418,0.2613502141308662,0.36130049073080434,0.023622762802249984,0.043827160493827164,0.08734102769559501,0.22855926691153966,1.0,0.188,0.5347323532492648,0.4075408140041605,0.10185604345857856,0.1384532179556517,0.3326619732680339,1.0,1.0,0.412,0.6627801254206787,0.3749122963229815,0.14271604938271604,0.2383688756949831,1.0,1.0,1.0,0.504,0.279877345298137,0.3744483677098121,0.022170275036055523,0.04520520833333334,0.09613241907478284,0.23666910153396642,1.0,0.208,0.28179465220740674,0.3750829057303088,0.0069,0.6447302981057605,0.27338213911839865,mixed,0.852,0.23068793826838704,0.23458904784799334,0.3095985913408926
0.2,0.15,1,0.664,0.098,0.238,0.0,0.41535862043576877,0.3696262810122651,0.10185604345857856,0.12811791383219956,0.20661157024793386,1.0,1.0,0.258,0.1820296206478994,0.27825400075135737,0.024420658473472717,0.04306434293944421,0.0797819339117335,0.15635295113477524,0.32600000000000084,0.098,0.40252426317149276,0.3673355042985927,0.1056429204975663,0.1272682035777274,0.19753086419753085,0.9403122130394859,1.0,0.248,0.5374521154990567,0.3665168176871607,0.13209110737815624,0.19524067063277448,0.39744801512287337,1.0,1.0,0.328,0.18725861719529593,0.2794210309905312,0.023973145896831412,0.040090740416802106,0.09169550173010381,0.16114478114478117,0.4427679500520432,0.1,0.23332899978786936,0.3334075003909855,0.03456439393939396,0.276221814100602,0.22049464252359333,hopeless,0.584,0.16126193282135937,0.22001697182029548,0.2580565307606954
0.2,0.18,1,0.748,0.054,0.198,0.0,0.3431365870272892,0.32764924696085923,0.10633270321361059,0.12641975308641976,0.18367346938775508,0.4011111111111111,1.0,0.178,0.14335304209151062,0.2169391645136983,0.02314994681492879,0.03888623245812585,0.079410683567225,0.1428395061728395,0.2533696128560996,0.054,0.33944858516997456,0.3294815155645181,0.10633270321361059,0.12641975308641976,0.1752298539751217,0.36158587257617725,1.0,0.18,0.46132477261761373,0.3462534924396764,0.136578449905482,0.1752298539751217,0.28994082840236685,0.8951057073427175,1.0,0.248,0.1533568211450633,0.22238145195981124,0.023703703703703703,0.042360146923783294,0.09111710351330903,0.15360102602637063,0.26247907151166155,0.058,0.19978354493577866,0.2993165132934729,0.044224840069914104,0.16678369247626001,0.19609554307846394,hopeless,0.468,0.12966848013036042,0.19216450933869977,0.21653908509139327
0.2,0.2,1,0.806,0.03,0.164,0.0,0.30039810314381143,0.28834831959919466,0.10662224073302788,0.12641975308641976,0.17361111111111113,0.2884280982368202,1.0,0.12,0.12107872308728605,0.17065563516495771,0.021686627218934912,0.03786911060720584,0.07725818794000612,0.13706152433425162,0.23608815426997248,0.03,0.2967995160588151,0.2909728414033041,0.10633270321361059,0.12641975308641976,0.17060491493383742,0.2827810329861111,1.0,0.126,0.41387460238021795,0.32206156533426183,0.13641498225770768,0.17639999999999997,0.26538108356290174,0.5653552571166207,1.0,0.192,0.13015390182146638,0.1792910820611059,0.022907122032486467,0.0396384479717813,0.08505183025591188,0.14518393186346853,0.2216796875,0.034,0.17931938005652534,0.27074983276475495,0.04541462661572542,0.16151515151515147,0.17572079297152907,hopeless,0.37,0.10072732907173419,0.1814652400893532,0.16851726775382944
0.25,0.05,1,0.022,0.784,0.194,0.0,0.947982447317176,0.19644471507606373,1.0,1.0,1.0,1.0,1.0,0.93,0.8002633729239848,0.3817030216569459,0.052030967663929444,1.0,1.0,1.0,1.0,0.784,0.9481038194788389,0.19899452383454996,1.0,1.0,1.0,1.0,1.0,0.934,0.9851586793828898,0.09751942948342973,1.0,1.0,1.0,1.0,1.0,0.972,0.7895138136195406,0.3830946837012084,0.0593599211045365,1.0,1.0,1.0,1.0,0.764,0.14771907439319099,0.34695302629584207,0.0,0.0,0.14784044655485418,trivial,0.562,0.15328524986020434,0.10184577271282975,0.08333804497930768
0.25,0.08,1,0.096,0.57,0.334,0.0,0.8653594458292214,0.29989655277024974,0.19116921668241968,1.0,1.0,1.0,1.0,0.814,0.6054241401132148,0.45636871805724133,0.03166251223300941,0.07931899371297077,1.0,1.0,1.0,0.57,0.8603294972170707,0.3055206313102175,0.1769178978147122,1.0,1.0,1.0,1.0,0.808,0.9464481129403436,0.18065122057729294,0.9957899502037123,1.0,1.0,1.0,1.0,0.9,0.5994011186844487,0.44975636907074706,0.031081597222222222,0.08418553793586922,1.0,1.0,1.0,0.552,0.2599353057160066,0.4113085549157153,0.0,0.7619455621301775,0.25490535710385603,trivial,0.92,0.24839160494801246,0.15044137814216302,0.19063421881141945
0.25,0.1,1,0.168,0.472,0.36,0.0,0.8133162820242097,0.3399387897610437,0.13649401211714987,0.9400654372397381,1.0,1.0,1.0,0.748,0.5190968531623773,0.4572488847217833,0.03397920604914934,0.06722498868266183,0.2359203988419052,1.0,1.0,0.472,0.8059991843650784,0.3436347352144731,0.136578449905482,0.8696664863890391,1.0,1.0,1.0,0.736,0.896670965360461,0.24912422681251453,0.39605380978064514,1.0,1.0,1.0,1.0,0.826,0.4990450069351628,0.4510541040944677,0.029654025422212595,0.06620255472965264,0.21069382985844903,1.0,1.0,0.442,0.2942194288618324,0.41505712917704257,0.0,0.8477096966091612,0.28690233120270114,mixed,0.982,0.2697298013313666,0.17972698572280849,0.22775594025400267
0.25,0.12,1,0.266,0.334,0.4,0.0,0.7228543645310876,0.3809741897833233,0.12098298676748581,0.2577311536859642,1.0,1.0,1.0,0.626,0.39083121163902773,0.43507621593959844,0.02557099173553719,0.048664554096876415,0.10772060046852319,1.0,1.0,0.334,0.7144944727949364,0.383292183729493,0.12161695741119964,0.25,1.0,1.0,1.0,0.614,0.8320138630891564,0.3062575341229183,0.21992569348133073,0.8696664863890391,1.0,1.0,1.0,0.724,0.39768527798141756,0.42530196560659417,0.02759824770146025,0.059971442651026774,0.1446,1.0,1.0,0.326,0.33202315289206,0.4130804427611337,0.0,0.8716099605522682,0.3236632611559086,mixed,1.062,0.2951887927123179,0.20589377262937564,0.2847171711284138
0.25,0.15,1,0.428,0.18,0.392,0.0,0.5908807162771682,0.39830598948195306,0.1111111111111111,0.16383219954648526,0.5682105142332414,1.0,1.0,0.452,0.2533796008668785,0.35560722794487903,0.0224853714661407,0.04167790995888346,0.08626966411564627,0.21448553583168972,1.0,0.18,0.5909665590287547,0.39986041915657927,0.11588954277953825,0.16383219954648526,0.5625,1.0,1.0,0.454,0.7286087511885844,0.3476661005855648,0.17506797968872065,0.367882797731569,1.0,1.0,1.0,0.566,0.2686841629218377,0.35103340829143703,0.023992756903576277,0.05421315337359434,0.1127199074074074,0.23666910153396642,1.0,0.18,0.33750111541028943,0.38927033270734934,0.01743358023738798,0.8183238636363637,0.3375869581618763,mixed,1.0,0.2845293037975566,0.2161860353066159,0.3130144826808248
0.25,0.18,1,0.56,0.104,0.336,0.0,0.49495948048617544,0.3869956928842617,0.1111111111111111,0.1466727025803531,0.28444444444444444,1.0,1.0,0.338,0.18846709790161026,0.2860151211650981,0.021718185313341024,0.038216002707181035,0.08255637813167008,0.1709308060659412,1.0,0.104,0.4937240016575405,0.38572944657316666,0.11560000000000002,0.1466727025803531,0.2818879584678259,1.0,1.0,0.33,0.6293199799362672,0.36558095946515734,0.1559825420372326,0.22849740856754522,0.6885468537799909,1.0,1.0,0.44,0.2006706754682281,0.2847390506823061,0.02414094127446897,0.05033858024691358,0.09879889455782312,0.17970979303965778,1.0,0.106,0.30649238258456524,0.3713931227922894,0.04332882132444815,0.7138888888888889,0.30525690375593023,hopeless,0.8420000000000001,0.23709496483238535,0.22039918549948903,0.296841305892808
0.25,0.2,1,0.644,0.066,0.29,0.0,0.4371075235354376,0.3635977573307661,0.11515111111111116,0.14606823121405424,0.23758820138894102,1.0,1.0,0.262,0.1513062033918702,0.23630539186893668,0.02219440495347008,0.038932708803593966,0.07508680555555554,0.13899405083829094,0.26538108356290174,0.066,0.4326351734163195,0.3614971963444377,0.11618606171597035,0.14592650785804517,0.23507805325987147,1.0,1.0,0.252,0.565567348986763,0.3588507609635159,0.15664569530827474,0.21006944444444442,0.4397414616970977,1.0,1.0,0.354,0.1676556005471424,0.24262831783853725,0.023703703703703703,0.04470370370370372,0.094563062758133,0.1669679752066116,0.26386462406118427,0.072,0.28580132014356735,0.3515498349525866,0.05458294432211926,0.44993428227499077,0.2813289700244494,hopeless,0.72,0.20277753929836362,0.2206425696556539,0.2545619380638813
0.3,0.05,1,0.008,0.88,0.112,0.0,0.98097059587831,0.12183198570228963,1.0,1.0,1.0,1.0,1.0,0.974,0.8882214266512508,0.30321220965314194,0.10187098255280075,1.0,1.0,1.0,1.0,0.88,0.9816269282807791,0.12009475541116815,1.0,1.0,1.0,1.0,1.0,0.976,0.997064384774249,0.04064157987442851,1.0,1.0,1.0,1.0,1.0,0.992,0.8930042754628019,0.28931854253064765,0.1898888888888889,1.0,1.0,1.0,1.0,0.878,0.0927491692270593,0.2765558444937372,0.0,0.0,0.09340550162952835,trivial,0.36000000000000004,0.09334725364806434,0.06137947496130043,0.03298440263629501
0.3,0.08,1,0.026,0.696,0.278,0.0,0.9402814120414428,0.20871146260709514,1.0,1.0,1.0,1.0,1.0,0.918,0.7190294559210088,0.42648896055668933,0.038628472222222224,0.11988921053326035,1.0,1.0,1.0,0.696,0.9324941747015288,0.21990352641267127,1.0,1.0,1.0,1.0,1.0,0.904,0.9866626364388175,0.09278646468571314,1.0,1.0,1.0,1.0,1.0,0.972,0.7163797009880399,0.41707075680800004,0.054466382014087135,0.1816329890118935,1.0,1.0,1.0,0.68,0.2212519561204339,0.3866457092381703,0.0,0.1923828125,0.21346471878052004,trivial,0.7880000000000001,0.20890987235652142,0.09736723179740563,0.10261295831954304
0.3,0.1,1,0.07,0.594,0.336,0.0,0.903217884319327,0.2586424578724429,0.41731247676513494,1.0,1.0,1.0,1.0,0.866,0.6261859394777151,0.4539410668342505,0.03392242963663097,0.0782028066998642,1.0,1.0,1.0,0.594,0.8903172332500947,0.27266720456326543,0.2841549354435652,1.0,1.0,1.0,1.0,0.85,0.9645477224753404,0.1426448866399649,1.0,1.0,1.0,1.0,1.0,0.926,0.6079983541761991,0.44607605952340224,0.03662224042468798,0.10287460389316434,1.0,1.0,1.0,0.558,0.27703194484161214,0.4109835295325807,0.0,0.8418033584395962,0.26413129377237965,trivial,0.932,0.2556434060106722,0.1264437618679594,0.1488873220683981
0.3,0.12,1,0.14,0.452,0.408,0.0,0.8551799627729696,0.3035824172527656,0.18418367346938774,1.0,1.0,1.0,1.0,0.794,0.4959627101341149,0.4604997666118139,0.025197361111111115,0.05233437912980318,0.18784205693296605,1.0,1.0,0.452,0.8465754298021184,0.3120541473217635,0.19614512471655335,1.0,1.0,1.0,1.0,0.788,0.9190496432779507,0.2197739187848412,0.5778302667740974,1.0,1.0,1.0,1.0,0.854,0.5120113951733098,0.4447742063208323,0.03616042077580539,0.08157068501749784,0.2508650519031142,1.0,1.0,0.444,0.35921725263885457,0.4321626060787758,0.0,0.8985209421199902,0.3506127196680034,mixed,1.162,0.32877171351838647,0.15772735374285254,0.19379354704331722
0.3,0.15,1,0.242,0.278,0.48,0.0,0.7461084598710539,0.36607209454627004,0.136578449905482,0.3199348958333333,1.0,1.0,1.0,0.642,0.3374767262158987,0.41534599333808936,0.022791604938271606,0.042800000000000005,0.09754109138724523,1.0,1.0,0.278,0.7325429691291918,0.36863405280486944,0.14228976624000964,0.29466564459681127,1.0,1.0,1.0,0.628,0.8606295337864929,0.2720807656478373,0.3145176911157026,1.0,1.0,1.0,1.0,0.756,0.36261681118756484,0.40608520252871033,0.02622659991905869,0.06111111111111111,0.13406795224977044,1.0,1.0,0.28,0.40863173365515526,0.4240022091242052,0.0,0.9164303717706365,0.3950662429132931,mixed,1.2879999999999998,0.35834887222943956,0.20094822583076188,0.2697497672771435
