graph_id,graph_seed,n,mean_degree,max_degree,alpha,pfail,budget_ref,scaled_budget,seed_index,env_seed,policy,n_failed_at_start,pr_post_cascade,feasibility_ratio,final_pr,n_active_final,solved,spread_vs_random,instance_label
3,2026003,46,3.8260869565217392,13,0.05,0.05,1,1,9,202603009,degree,46,0.0,9.2,0.0018903591682419658,2,False,0.0014177693761814744,hopeless
3,2026003,46,3.8260869565217392,13,0.05,0.05,1,1,9,202603009,random,46,0.0,9.2,0.00047258979206049145,1,False,0.0,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,0,202604000,betweenness,50,0.0,10.0,0.0008,2,False,0.0,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,0,202604000,degree,50,0.0,10.0,0.0004,1,False,-0.0004,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,0,202604000,random,50,0.0,10.0,0.0008,2,False,0.0,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,1,202604001,betweenness,50,0.0,10.0,0.29200000000000004,28,False,0.2912,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,1,202604001,degree,50,0.0,10.0,0.29200000000000004,28,False,0.2912,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,1,202604001,random,50,0.0,10.0,0.0008,2,False,0.0,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,2,202604002,betweenness,50,0.0,10.0,0.0004,1,False,0.0,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,2,202604002,degree,50,0.0,10.0,0.0004,1,False,0.0,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,2,202604002,random,50,0.0,10.0,0.0004,1,False,0.0,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,3,202604003,betweenness,50,0.0,10.0,1.0,50,True,0.0,trivial
4,2026004,50,3.84,16,0.05,0.05,1,1,3,202604003,degree,50,0.0,10.0,1.0,50,True,0.0,trivial
4,2026004,50,3.84,16,0.05,0.05,1,1,3,202604003,random,50,0.0,10.0,1.0,50,True,0.0,trivial
4,2026004,50,3.84,16,0.05,0.05,1,1,4,202604004,betweenness,50,0.0,10.0,1.0,50,True,0.0,trivial
4,2026004,50,3.84,16,0.05,0.05,1,1,4,202604004,degree,50,0.0,10.0,1.0,50,True,0.0,trivial
4,2026004,50,3.84,16,0.05,0.05,1,1,4,202604004,random,50,0.0,10.0,1.0,50,True,0.0,trivial
4,2026004,50,3.84,16,0.05,0.05,1,1,5,202604005,betweenness,50,0.0,10.0,0.0,0,False,-0.0012000000000000001,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,5,202604005,degree,50,0.0,10.0,0.0,0,False,-0.0012000000000000001,hopeless
