alpha,pfail,budget_ref,n_failed_mean,n_failed_std,n_failed_p10,n_failed_p25,n_failed_p50,n_failed_p75,n_failed_p90,pr_post_cascade_mean,pr_post_cascade_std,pr_post_cascade_p10,pr_post_cascade_p25,pr_post_cascade_p50,pr_post_cascade_p75,pr_post_cascade_p90,feasibility_ratio_mean,feasibility_ratio_std,frac_infeasible,f_hopeless,f_trivial,f_ds,f_ambiguous,final_pr_degree_mean,final_pr_degree_std,final_pr_degree_p10,final_pr_degree_p25,final_pr_degree_p50,final_pr_degree_p75,final_pr_degree_p90,solved_frac_degree,final_pr_random_mean,final_pr_random_std,final_pr_random_p10,final_pr_random_p25,final_pr_random_p50,final_pr_random_p75,final_pr_random_p90,solved_frac_random,final_pr_betweenness_mean,final_pr_betweenness_std,final_pr_betweenness_p10,final_pr_betweenness_p25,final_pr_betweenness_p50,final_pr_betweenness_p75,final_pr_betweenness_p90,solved_frac_betweenness,spread_degree_random_mean,spread_degree_random_std,spread_degree_random_p25,spread_degree_random_p75,spread_betweenness_random_mean,cell_label,interestingness_degree,interestingness_betweenness,across_graph_std_pr_degree,within_graph_std_pr_degree,across_graph_std_nfailed,within_graph_std_nfailed
0.3,0.15,1,37.21,13.871405840793498,4.0,33.0,42.0,46.0,48.0,0.10476075729265938,0.2819273747564914,0.0,0.0,0.0,0.0,0.796463151140906,7.442,2.7742811681586996,0.884,0.327,0.272,0.395,0.006,0.611330523224065,0.41294476539564184,0.006779911175515571,0.09679012345679013,0.838654054122026,1.0,1.0,0.298,0.28036843473143164,0.44041166198785503,0.00047258979206049145,0.0009053870529651426,0.0018107741059302852,0.9512057114512471,1.0,0.23,0.6034509337970478,0.413885719985909,0.00464202673817039,0.09309145121387812,0.8301234567901234,1.0,1.0,0.3,0.33096208849263337,0.40835560454524444,0.0,0.8145743375676664,0.32308249906561615,mixed,0.31769330903255916,0.2988283238046536,0.16840527641105002,0.36788099376832867,7.705004866967964,9.587565230202593
0.3,0.18,1,39.368,11.027809211262227,31.0,36.0,43.0,46.0,48.0,0.05472209733296752,0.20962440968692067,0.0,0.0,0.0,0.0,0.0,7.873600000000001,2.2055618422524454,0.938,0.465,0.158,0.37,0.007,0.4738130538496463,0.41749134291158513,0.0022671630897718974,0.017414955231263067,0.4548404542996214,0.916704391127207,1.0,0.172,0.16739169376472296,0.3644525785637023,0.0004526935264825713,0.0009053870529651426,0.001460920379839299,0.003569303985722784,1.0,0.129,0.4709971543555513,0.4168452473664797,0.0019753086419753087,0.018982068306423214,0.40384757203750227,0.9171289877898497,1.0,0.177,0.3064213600849233,0.38456160014396895,0.0006925207756232686,0.7232910819375282,0.3036054605908283,mixed,0.2865687694291529,0.26979875660670766,0.17742598419246464,0.3712901056890512,6.959394801274031,5.929141812997846
0.3,0.2,1,40.201,9.529669406647852,32.0,37.0,43.0,46.0,48.0,0.034797949699855425,0.16642710151562876,0.0,0.0,0.0,0.0,0.0,8.040199999999999,1.90593388132957,0.96,0.553,0.114,0.328,0.005,0.39083940316043847,0.40500148941774783,0.0018339699725765,0.011749364526088739,0.17346799273755875,0.8492712140831681,1.0,0.123,0.12024646168851133,0.31559823999683206,0.0004526935264825713,0.0008680555555555555,0.001358080579447714,0.0027700831024930744,0.9384765625,0.083,0.3893072281054955,0.4053248216566504,0.0016224986479177932,0.011347452442084485,0.16969391344118695,0.8529595044378699,1.0,0.124,0.2705929414719271,0.36592499773703,0.0011337868480725622,0.5881086458945594,0.2690607664169842,hopeless,0.24734354753823695,0.23808242682948724,0.17055761664472568,0.3603785298285611,6.685050411178662,3.95628148739571
0.05,0.05,2,36.632,15.009949233758254,0.0,33.0,42.0,46.0,48.0,0.128,0.33408980828513757,0.0,0.0,0.0,0.0,1.0,3.6632,1.5009949233758255,0.872,0.063,0.701,0.236,0.0,0.9126347770628638,0.23959521035873219,0.5769264197530865,1.0,1.0,1.0,1.0,0.854,0.7042134471403863,0.45353259385392636,0.0014177693761814744,0.006474474823459532,1.0,1.0,1.0,0.7,0.9115734639060062,0.24098691017755006,0.6077016076634736,1.0,1.0,1.0,1.0,0.851,0.20842132992247758,0.3766382210606214,0.0,0.17293151453237987,0.20736001676561994,trivial,0.2021976362220894,0.19772199530335943,0.07966695225528601,0.18136654050110176,8.248392328205538,10.043860450628426
0.05,0.08,2,40.242,9.801705769915765,32.0,37.0,43.0,46.0,48.0,0.038,0.19119623427254,0.0,0.0,0.0,0.0,0.0,4.0241999999999996,0.9801705769915765,0.962,0.218,0.411,0.371,0.0,0.7332765067669085,0.3749114730254211,0.07544014791818848,0.3755528502041943,1.0,1.0,1.0,0.607,0.42129590717728027,0.48690319059286513,0.0011337868480725622,0.0019753086419753087,0.005762749850587688,1.0,1.0,0.41,0.731972299617675,0.37767324982826744,0.055235318445769815,0.38071525577184245,1.0,1.0,1.0,0.602,0.31198059958962815,0.3954673958818862,0.0,0.6329934029545303,0.3106763924403947,mixed,0.28900460511415993,0.2804557340400272,0.16566069180006399,0.31689377422467246,6.6985696980773435,3.9879999999999995
0.05,0.1,2,41.193,7.462556599450352,32.0,37.0,43.0,46.0,48.10000000000002,0.013,0.11327400407860577,0.0,0.0,0.0,0.0,0.0,4.119299999999999,0.7462556599450352,0.987,0.338,0.285,0.377,0.0,0.6112047400237135,0.41108115468370027,0.029131622864550923,0.15631008235766758,0.8053911900065747,1.0,1.0,0.453,0.2946478255378612,0.4489585109166519,0.0009876543209876543,0.001804243577663062,0.003615702479338843,1.0,1.0,0.283,0.606642836303113,0.4140415191045109,0.02358223062381853,0.14512471655328796,0.787881976328946,1.0,1.0,0.455,0.3165569144858523,0.3805556836228679,0.0,0.6106462906523669,0.31199501076525177,mixed,0.28477784491142777,0.2705918117795064,0.19232764416976134,0.3541653129343983,6.068957983047831,1.4170000000000003
0.05,0.12,2,41.522,6.500885785798732,33.0,37.0,43.0,46.0,48.10000000000002,0.005,0.07053367989832944,0.0,0.0,0.0,0.0,0.0,4.1522,0.6500885785798732,0.995,0.477,0.183,0.34,0.0,0.48916206359862496,0.4121927663237158,0.01629159345670253,0.08310487913986456,0.36,1.0,1.0,0.322,0.19016248935174235,0.3855038912767158,0.0010330578512396695,0.001736111111111111,0.002921840759678598,0.009098405202301305,1.0,0.183,0.479562748994035,0.4162669521719785,0.014634444444444445,0.0625,0.3435855705207428,1.0,1.0,0.324,0.2989995742468826,0.35849177571744223,0.007082351040312571,0.5177122769064358,0.28940025964229266,mixed,0.25312075581895954,0.23880005811796362,0.1976102831203185,0.35232201885844183,5.927201363206754,0.594
0.05,0.15,2,41.649,6.0899752873061805,33.0,37.0,43.0,46.0,48.10000000000002,0.002,0.044676615807377355,0.0,0.0,0.0,0.0,0.0,4.164899999999999,0.6089975287306181,0.998,0.651,0.096,0.252,0.001,0.3300150622233703,0.3719016504536295,0.009518143961927425,0.03556029019064359,0.143758024691358,0.5483170655567118,1.0,0.174,0.10184862759644354,0.2946077600822257,0.0010816657652785288,0.0018107741059302852,0.0028,0.005208333333333333,0.30412737889273384,0.095,0.3260999789026264,0.37640582959423363,0.007901234567901235,0.029105083336273197,0.13100063432981798,0.6026508304007522,1.0,0.177,0.22816643462692676,0.30641406639847724,0.013854166666666666,0.3014961937155815,0.22425135130618287,hopeless,0.1738516119584405,0.16471462136793008,0.17918489562493178,0.30948451261057147,5.899838896105554,0.213
0.05,0.18,2,41.72,5.80530791603684,33.0,37.75,43.0,46.0,48.10000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.172,0.5805307916036841,1.0,0.754,0.051,0.195,0.0,0.23581759613065714,0.31947496388716123,0.007243096423721141,0.023156899810964086,0.07683284990135753,0.29752066115702475,0.9570848462339578,0.099,0.05550571038920235,0.21975928256161067,0.0012000000000000001,0.0018653868227731867,0.0028355387523629487,0.004998438150770512,0.009380277176672227,0.05,0.2270851950004613,0.3196137815870864,0.007243096423721141,0.018390725436179978,0.06544077879935101,0.28706065328771985,0.9378095494160494,0.097,0.18031188574145476,0.2661218070192499,0.013206413700268963,0.21639645058391005,0.1715794846112589,hopeless,0.12791612782547432,0.118451611783955,0.15775431702403808,0.24962736465043292,5.805307916036839,0.0
0.05,0.2,2,41.72,5.80530791603684,33.0,37.75,43.0,46.0,48.10000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.172,0.5805307916036841,1.0,0.815,0.022,0.162,0.001,0.18545398516628267,0.2810635606741837,0.006786389004581426,0.019245485154576067,0.05958809336128032,0.1877777777777778,0.6610827737603308,0.065,0.027970922197079504,0.1499083141965321,0.0013537649606876897,0.001972386587771203,0.0029296875,0.00484764542936288,0.008777858940021106,0.022,0.17488574991031974,0.27758973819571375,0.0066549152121605035,0.015625,0.04829280190362879,0.18014247589531682,0.632639053254438,0.062,0.15748306296920317,0.25006566480215303,0.013224385633270322,0.1641616822465948,0.14691482771324024,hopeless,0.10679420082183654,0.09611414798086962,0.14108018413954995,0.20695312901712723,5.805307916036839,0.0
0.08,0.05,2,36.392,15.248158446186215,0.0,33.0,42.0,46.0,48.0,0.13370352951329953,0.3399197986734263,0.0,0.0,0.0,0.0,1.0,3.6391999999999998,1.5248158446186215,0.866,0.055,0.709,0.236,0.0,0.920174643723011,0.22741200143979282,0.6173469387755102,1.0,1.0,1.0,1.0,0.864,0.7125791531943967,0.4494027780849605,0.0014814814814814816,0.008200521917950853,1.0,1.0,1.0,0.708,0.9184854559232322,0.23102069318296165,0.6530180495498309,1.0,1.0,1.0,1.0,0.862,0.20759549052861434,0.3751215043018283,0.0,0.17134162808641978,0.20590630272883545,trivial,0.2012722205387248,0.19695172397881644,0.0779275339143793,0.16727364976508155,8.208016569184055,10.537614733760352
0.08,0.08,2,39.952,10.318996850469528,32.0,37.0,43.0,46.0,48.0,0.04466687403675976,0.20580291281560326,0.0,0.0,0.0,0.0,0.0,3.9951999999999996,1.0318996850469526,0.955,0.19,0.417,0.393,0.0,0.7583492309368988,0.3610637813605577,0.10079471482501788,0.4444444444444444,1.0,1.0,1.0,0.635,0.4281707182670924,0.4875875173241674,0.0011337868480725622,0.002,0.006558932841550975,1.0,1.0,0.417,0.7554605536991658,0.36486429423134326,0.08517618738185258,0.42533081285444235,1.0,1.0,1.0,0.63,0.3301785126698063,0.4042273973009439,0.0,0.7324031653477717,0.3272898354320733,mixed,0.30935433839889864,0.3003267979004503,0.16029292886598875,0.301640457736937,6.651157493248825,4.858
0.08,0.1,2,41.066,7.7731360466673936,32.0,37.0,43.0,46.0,48.0,0.015861105611111526,0.12440724026628829,0.0,0.0,0.0,0.0,0.0,4.106599999999999,0.7773136046667394,0.984,0.306,0.295,0.399,0.0,0.6383482914491149,0.4034637187881645,0.0380725758477097,0.19508967252475387,0.9344444444444444,1.0,1.0,0.481,0.3061179464071937,0.45335302232451724,0.0009876543209876543,0.0018107741059302852,0.00390625,1.0,1.0,0.293,0.6363423878925238,0.4074032123148902,0.035100054083288264,0.1897639101725186,0.9403122130394859,1.0,1.0,0.486,0.33223034504192117,0.3890419690091052,0.0,0.66686753902663,0.3302244414853301,mixed,0.303147653441187,0.2910471150338572,0.19281081270105555,0.3422231237353395,6.05386190790639,1.798
0.08,0.12,2,41.392,6.859907871101477,33.0,37.0,43.0,46.0,48.0,0.00786407073505836,0.08759314422372412,0.0,0.0,0.0,0.0,0.0,4.1392,0.6859907871101477,0.992,0.441,0.194,0.365,0.0,0.5170330667279669,0.40908416626016536,0.02040816326530612,0.10086049998855337,0.4444444444444444,1.0,1.0,0.341,0.201316464654519,0.39408000887134687,0.0009876543209876543,0.001784651992861392,0.0029629629629629632,0.011019283746556474,1.0,0.194,0.5077235634736511,0.41554339682419145,0.017777777777777778,0.08025519848771266,0.40916902314332415,1.0,1.0,0.344,0.3157166020734478,0.3657322270256632,0.007729459514262727,0.576301144640999,0.30640709881913214,mixed,0.2717264813599568,0.2558290231782074,0.20318134999395607,0.3453613461068119,5.89734991330852,0.9840000000000001
0.08,0.15,2,41.564,6.347747947106911,33.0,37.0,43.0,46.0,48.0,0.003907076406135865,0.061670893717303416,0.0,0.0,0.0,0.0,0.0,4.1564,0.6347747947106911,0.996,0.611,0.1,0.288,0.001,0.3581632210968756,0.3799900067813036,0.011814744801512287,0.04383680555555556,0.17442048254311643,0.6944444444444445,1.0,0.19,0.10627845781588131,0.30001188694400543,0.0010816657652785288,0.0018107741059302852,0.0028344671201814054,0.00528326217018845,0.7024678115254869,0.099,0.355678013848712,0.3845471075651313,0.011317338162064282,0.036571426518396705,0.16342236306020821,0.6944444444444445,1.0,0.196,0.25188476328099424,0.3211268908915361,0.017263551464547392,0.3597104058272632,0.24939955603283068,hopeless,0.19976208028094622,0.19027058590755297,0.18734157703087936,0.3153147702446728,5.889558896895419,0.468
0.08,0.18,2,41.72,5.80530791603684,33.0,37.75,43.0,46.0,48.10000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.172,0.5805307916036841,1.0,0.713,0.053,0.234,0.0,0.26046570862773255,0.3321927403369969,0.007913369429404415,0.026449750146269817,0.08801065981016802,0.36,1.0,0.109,0.057561738512812564,0.22374942632318925,0.0012000000000000001,0.0018653868227731867,0.0029186463273611647,0.005104835944604284,0.009650031887755104,0.052,0.25148244415763854,0.33321725788371853,0.007901234567901235,0.0214158239143367,0.07787993510005409,0.34942522373841056,1.0,0.109,0.20290397011492,0.28375607535634745,0.015523757847324324,0.27699761284722224,0.19392070564482594,hopeless,0.15248919062355512,0.1433305983349706,0.16608079048088875,0.2626707027632919,5.805307916036839,0.0
0.08,0.2,2,41.72,5.80530791603684,33.0,37.75,43.0,46.0,48.10000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.172,0.5805307916036841,1.0,0.787,0.024,0.188,0.001,0.20666085522479574,0.29695164006868874,0.007695789950203712,0.021267361111111115,0.07006920415224914,0.23436784838260577,0.7666702097505671,0.078,0.030030225541042812,0.1560608483393403,0.0013149243918474686,0.001972386587771203,0.0029629629629629632,0.0048828125,0.009263085399449037,0.024,0.1983254374858703,0.2966340945842168,0.006944444444444444,0.017777777777777778,0.056985034220213754,0.2177777777777778,0.76628931359045,0.077,0.17663062968375295,0.26734042339612657,0.01540773100492113,0.18723416824196598,0.1682952119448275,hopeless,0.1248723314655409,0.11658808281184772,0.15083551398778144,0.22052146428338582,5.805307916036839,0.0
0.1,0.05,2,35.379,16.169457597581932,0.0,33.0,42.0,46.0,48.0,0.15749437905193597,0.3622965538019818,0.0,0.0,0.0,0.0,1.0,3.5378999999999996,1.6169457597581929,0.841,0.039,0.729,0.232,0.0,0.9383171644814845,0.19990074812269293,0.8805513652550254,1.0,1.0,1.0,1.0,0.891,0.7321961491601395,0.4399456607564275,0.0017290972511453564,0.016856688332185493,1.0,1.0,1.0,0.728,0.9359873922169617,0.20615115935155864,0.8264462809917354,1.0,1.0,1.0,1.0,0.889,0.20612101532134494,0.3792955162377811,0.0,0.11584580854515956,0.2037912430568221,trivial,0.20139177557453614,0.1968244438263181,0.06806211689161526,0.1387870661336957,8.232427284829184,12.18489793165555
0.1,0.08,2,39.292,11.383616999881891,31.0,36.0,43.0,46.0,48.0,0.059784499737045554,0.2346561820762464,0.0,0.0,0.0,0.0,0.0,3.9292,1.138361699988189,0.939,0.145,0.436,0.418,0.001,0.8007509196441018,0.3318634361923899,0.17812444444444445,0.6400000000000001,1.0,1.0,1.0,0.68,0.44811317497527725,0.4895700382868296,0.0012494793835901704,0.0021860701495414335,0.011143984220907299,1.0,1.0,0.436,0.7968020396968363,0.3375718088133094,0.1596106519742884,0.6648308159360683,1.0,1.0,1.0,0.674,0.3526377446688245,0.4169644637976473,0.0,0.8433900099767002,0.34868886472155897,mixed,0.3359141264851059,0.3253400198566917,0.13908595539208854,0.2775057317569952,6.651761871865228,6.382121432113961
0.1,0.1,2,40.644,8.800299085826573,32.0,37.0,43.0,46.0,48.0,0.026222710340931356,0.157489460079109,0.0,0.0,0.0,0.0,0.0,4.0644,0.8800299085826572,0.973,0.234,0.314,0.452,0.0,0.7000581759036095,0.3803079389965355,0.05744963842299011,0.32653061224489793,1.0,1.0,1.0,0.537,0.3266982367909727,0.4610789702376505,0.0009876543209876543,0.0018365472910927458,0.0042091197035891625,1.0,1.0,0.313,0.6932632073716356,0.3884893304031613,0.05713396259575034,0.2948771594727998,1.0,1.0,1.0,0.54,0.3733599391126369,0.4047442188479924,0.0,0.8260212919276976,0.36656497058066306,mixed,0.34962129744785414,0.3369124650232042,0.17527538074167745,0.32372632665338286,6.257768292290791,2.99
0.1,0.12,2,41.208,7.406938368853895,32.0,37.0,43.0,46.0,48.0,0.012559014713704585,0.10947921901912383,0.0,0.0,0.0,0.0,0.0,4.1208,0.7406938368853896,0.987,0.367,0.207,0.426,0.0,0.5807816585359885,0.40285841928193966,0.0314690191136316,0.15581717451523547,0.6262870773360283,1.0,1.0,0.394,0.21546952618138906,0.4039352332362982,0.0009876543209876543,0.001736111111111111,0.0029744199881023203,0.015569329660238752,1.0,0.207,0.573672313903353,0.41076676405600526,0.02706901239320465,0.13573407202216065,0.6220108412251449,1.0,1.0,0.401,0.3653121323545994,0.38733617152319166,0.008979206049149339,0.7407562613554164,0.358202787721964,mixed,0.3263969012336954,0.31010105177633157,0.19001831640708536,0.34648128076880297,6.0286263775424,1.536
0.1,0.15,2,41.495,6.594996209248342,33.0,37.0,43.0,46.0,48.0,0.005795449561003607,0.07461892353640377,0.0,0.0,0.0,0.0,0.0,4.1495,0.6594996209248342,0.994,0.539,0.105,0.355,0.001,0.4170894793118365,0.39018949039879647,0.017013232514177693,0.06451590086011769,0.26075147125396103,0.9111570247933886,1.0,0.229,0.1120366497441749,0.3072393151474983,0.0009876543209876543,0.0018107741059302852,0.0028344671201814054,0.005432098765432099,1.0,0.105,0.4116715661565301,0.39487947383770916,0.01410718424741449,0.057183364839319475,0.22675736961451246,0.911639373533313,1.0,0.23,0.30505282956766167,0.3470433907924381,0.02367777777777778,0.4992041469148649,0.29963491641235523,hopeless,0.25360303081599966,0.24099502512060345,0.190941926430045,0.3294476141848273,5.977731593171444,0.675
0.1,0.18,2,41.72,5.80530791603684,33.0,37.75,43.0,46.0,48.10000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.172,0.5805307916036841,1.0,0.663,0.058,0.279,0.0,0.3043660193252341,0.35154829076258015,0.010360000000000003,0.03579254930606282,0.12195781503515414,0.48682506887052346,1.0,0.132,0.06277629843450838,0.23369990358231357,0.0012000000000000001,0.0018903591682419658,0.002925764129839299,0.005198487712665406,0.011111111111111113,0.058,0.2967500506111255,0.3549493039065557,0.010411095376926282,0.028972385694884563,0.10616797410545323,0.48682506887052346,1.0,0.132,0.24158972089072575,0.30979565969176026,0.020561552172928925,0.34276951600093963,0.2339737521766171,hopeless,0.18956301105427278,0.18089061680106852,0.18340382532578506,0.27788156229967553,5.805307916036839,0.0
0.1,0.2,2,41.72,5.80530791603684,33.0,37.75,43.0,46.0,48.10000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.172,0.5805307916036841,1.0,0.74,0.031,0.229,0.0,0.24572847909057527,0.3205640932527802,0.008865332612222825,0.027728952586983956,0.09,0.3237555869455221,0.9469463066136664,0.097,0.03641901477075931,0.17449578368147914,0.0013020833333333333,0.0019374335420604915,0.0029629629629629632,0.0048828125,0.009702324272853186,0.031,0.23922363125611526,0.3220971040736781,0.008395061728395062,0.02218198279764599,0.0771604938271605,0.3011713059313215,0.9469463066136664,0.097,0.20930946431981595,0.2900998725852924,0.01990107919056001,0.268816015625,0.20280461648535597,hopeless,0.1551382266944325,0.14678519262450807,0.16842492776309737,0.240940531514802,5.805307916036839,0.0
0.12,0.05,2,33.983,17.31723739515053,0.0,32.0,42.0,46.0,48.0,0.19134941921113108,0.38897990299257973,0.0,0.0,0.0,0.0,1.0,3.3983000000000003,1.7317237395150533,0.805,0.026,0.752,0.222,0.0,0.9529197684034623,0.1699148851800886,1.0,1.0,1.0,1.0,1.0,0.908,0.754359417713757,0.42791094806505364,0.0018903591682419658,1.0,1.0,1.0,1.0,0.751,0.952506498571184,0.17573962826892225,1.0,1.0,1.0,1.0,1.0,0.909,0.19856035068970546,0.3763480577758705,0.0,0.0,0.19814708085742716,trivial,0.1947278211552396,0.1923905930893976,0.05941529301248276,0.1086140462801195,8.707996956820782,13.51704565817206
0.12,0.08,2,38.207,12.903338753981467,30.0,34.0,42.0,46.0,48.0,0.08519296874184011,0.2744191100616559,0.0,0.0,0.0,0.0,0.0,3.8207,1.2903338753981468,0.912,0.106,0.471,0.423,0.0,0.839763762351487,0.2987732739737888,0.2841549354435652,0.8622448979591837,1.0,1.0,1.0,0.718,0.48205017854898713,0.4925160718374274,0.0012494793835901704,0.002339105144263124,0.061610422405876955,1.0,1.0,0.471,0.8352690702156117,0.30729498728732463,0.24899275690357633,0.8622448979591837,1.0,1.0,1.0,0.717,0.3577135838024999,0.4241187124583452,0.0,0.8855222222222222,0.35321889166662457,mixed,0.34497933038064804,0.3343889945050433,0.1284525164827114,0.2394394823487507,6.8520253210273525,8.306933096072406
0.12,0.1,2,40.033,9.999695545365368,32.0,37.0,43.0,46.0,48.0,0.04033101541292543,0.19271518884094221,0.0,0.0,0.0,0.0,0.0,4.0033,0.9999695545365369,0.958,0.187,0.344,0.469,0.0,0.7513223313126572,0.35604517109419936,0.11625990013774105,0.46454656757292667,1.0,1.0,1.0,0.588,0.3559890579751974,0.4712103325441795,0.0010816657652785288,0.001972386587771203,0.004988773162834483,1.0,1.0,0.343,0.7429996830811131,0.3636679694680492,0.10600324499729585,0.4049586776859504,1.0,1.0,1.0,0.584,0.3953332733374598,0.41822552750210984,0.0,0.9091356289447003,0.38701062510591566,mixed,0.3752294815738411,0.36274669599721704,0.16454560477935717,0.29631774660907756,6.374277292368132,4.4836421401667295
0.12,0.12,2,40.893,8.212767560329466,32.0,37.0,43.0,46.0,48.0,0.020115816353392182,0.13740164804705776,0.0,0.0,0.0,0.0,0.0,4.089300000000001,0.8212767560329465,0.979,0.296,0.239,0.465,0.0,0.650355097956246,0.39131629240716675,0.05477591670439113,0.23795359904818558,0.8806836116850322,1.0,1.0,0.467,0.2469568460751271,0.42429924234629723,0.0009876543209876543,0.0018107741059302852,0.0032873109796186717,0.1796209282679161,1.0,0.239,0.6379880010698167,0.39793368101432447,0.04591836734693877,0.1979012345679012,0.8668088680948826,1.0,1.0,0.459,0.403398251881119,0.40704867163919944,0.0003255208333333333,0.875080801013967,0.3910311549946897,mixed,0.3707717904344746,0.3523360523331181,0.18657830997981142,0.32998913600328206,6.15571693631213,2.407
0.12,0.15,2,41.374,6.949397383946323,33.0,37.0,43.0,46.0,48.0,0.008609544768389937,0.09037755628699559,0.0,0.0,0.0,0.0,0.0,4.1373999999999995,0.6949397383946323,0.991,0.462,0.12,0.417,0.001,0.4792658244986829,0.3973328165493483,0.023104677462280537,0.09182736455463729,0.36,1.0,1.0,0.282,0.12684247257339468,0.32531330674113385,0.0010330578512396695,0.001736111111111111,0.0027624520195660964,0.005432098765432099,1.0,0.12,0.4706518462566349,0.3992161410012985,0.021972266878546916,0.07978898757036025,0.33871329055382127,1.0,1.0,0.273,0.3524233519252882,0.3696537040598898,0.029726317379000236,0.651353551077893,0.3438093736832403,mixed,0.3061980497533456,0.2917286226258923,0.19963442002924406,0.3354333408802286,6.010351404036207,1.038
0.12,0.18,2,41.68,5.939494928022079,33.0,37.0,43.0,46.0,48.10000000000002,0.0009070294784580498,0.028668445585993848,0.0,0.0,0.0,0.0,0.0,4.168,0.5939494928022079,0.999,0.598,0.066,0.336,0.0,0.3566982333673531,0.36695476456072623,0.015625,0.04810209348044319,0.18367346938775508,0.6502250477884353,1.0,0.159,0.0708671943051193,0.24769527092284413,0.0012000000000000001,0.0018365472910927458,0.0028344671201814054,0.005198487712665406,0.01316678841003166,0.065,0.34632460109170665,0.3689718788250267,0.011981474480151232,0.04000000000000001,0.16000000000000003,0.6322373895820856,1.0,0.156,0.2858310390622338,0.33275660315557004,0.02830357767975915,0.470811078337585,0.27545740678658737,hopeless,0.23383095867270196,0.2229157138894659,0.20100919617293606,0.28933744664403077,5.817009540992691,0.12
0.12,0.2,2,41.72,5.80530791603684,33.0,37.75,43.0,46.0,48.10000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.172,0.5805307916036841,1.0,0.671,0.035,0.294,0.0,0.299008706599012,0.3437256170331993,0.012240075614366732,0.03666817564508827,0.1291897247808132,0.47313416280864196,1.0,0.123,0.0400645366654378,0.18420078652905825,0.0013020833333333333,0.0018903591682419658,0.002921840759678598,0.00484764542936288,0.009304293048735392,0.035,0.2870407617396311,0.3432791097708385,0.010850694444444446,0.03160493827160494,0.11360246913580248,0.4444444444444444,1.0,0.118,0.25894416993357416,0.3181106224411914,0.027825678545590326,0.38216326530612243,0.24697622507419334,hopeless,0.203314524601524,0.19126804780658666,0.18752583051068053,0.2626064626722194,5.805307916036839,0.0
0.15,0.05,2,31.019,19.021793790281716,0.0,2.0,39.5,46.0,48.0,0.25978524046375506,0.42968871844966,0.0,0.0,0.0,0.9149338374291116,1.0,3.1018999999999997,1.9021793790281714,0.732,0.014,0.786,0.2,0.0,0.9769220428824061,0.11757791866686622,1.0,1.0,1.0,1.0,1.0,0.946,0.7896775325406686,0.40476850848296947,0.0023629489603024575,1.0,1.0,1.0,1.0,0.786,0.9758461283234394,0.12081720805586213,1.0,1.0,1.0,1.0,1.0,0.946,0.18724451034173756,0.3799194679731197,0.0,0.0,0.1861685957827709,trivial,0.18620470720731602,0.1830051135571269,0.03779358539705286,0.06150150826751479,8.955508863263997,16.00163313345859
0.15,0.08,2,36.939,14.429458721656887,1.0,33.0,42.0,46.0,48.0,0.11598660343099598,0.3128313625926812,0.0,0.0,0.0,0.0,0.9344444444444444,3.6938999999999997,1.4429458721656887,0.879,0.059,0.531,0.41,0.0,0.8960967509967402,0.24650109380804167,0.45380085331410375,1.0,1.0,1.0,1.0,0.801,0.5395773193056529,0.492820891504904,0.0013020833333333333,0.0026041666666666665,1.0,1.0,1.0,0.53,0.8930913910665425,0.2487982327693316,0.44344008264462814,1.0,1.0,1.0,1.0,0.794,0.3565194316910875,0.43921049160075293,0.0,0.9581424406497293,0.35351407176088956,trivial,0.3495282606214771,0.33918586546089247,0.10196848505814823,0.18629501672296414,7.488616627922676,9.958886633016228
0.15,0.1,2,39.381,11.13875392492356,31.0,36.0,43.0,46.0,48.0,0.056102618883783796,0.22418186355127495,0.0,0.0,0.0,0.0,0.0,3.9381000000000004,1.113875392492356,0.941,0.118,0.396,0.486,0.0,0.830306979842723,0.30451282645449784,0.22744800370870635,0.8088477975016437,1.0,1.0,1.0,0.688,0.40764494265059353,0.4842476118636988,0.001198976799524093,0.002082465639316951,0.0067052797296186725,1.0,1.0,0.395,0.8224160535148014,0.3123737423313939,0.20641526583085024,0.765625,1.0,1.0,1.0,0.681,0.4226620371921296,0.4367288084822248,0.0,0.9836105103806229,0.41477111086420804,mixed,0.40753497618152784,0.3968106758893111,0.12878802474285453,0.24791508387738467,6.56328720992766,6.016697613610684
