alpha,pfail,budget,regime_label,interestingness_score,final_anc_spread,threshold_hit_spread,rounds_spread,mean_final_anc,mean_threshold_hit,budget_sensitivity,best_policy,worst_policy,best_heuristic,best_heuristic_final_anc,rl_vs_best_heuristic_gap,random_final_anc_mean,random_final_anc_stderr,random_threshold_hit_mean,random_rounds_mean,degree_final_anc_mean,degree_final_anc_stderr,degree_threshold_hit_mean,degree_rounds_mean,risk_final_anc_mean,risk_final_anc_stderr,risk_threshold_hit_mean,risk_rounds_mean,greedy_final_anc_mean,greedy_final_anc_stderr,greedy_threshold_hit_mean,greedy_rounds_mean,betweenness_final_anc_mean,betweenness_final_anc_stderr,betweenness_threshold_hit_mean,betweenness_rounds_mean
0.6,0.1,1,trivial,0.05949460104823699,0.05864301532172045,0.05555555555555558,0.0,0.9655166610106164,0.9777777777777779,0.011992161560518189,greedy,random,greedy,0.9880078384394818,,0.9293648231177614,0.05323440184266168,0.9444444444444444,3.4444444444444446,0.9855740904676051,0.008278273677599035,1.0,3.4444444444444446,0.9390624625606283,0.052278860440453996,0.9444444444444444,3.4444444444444446,0.9880078384394818,0.006450473540218973,1.0,3.4444444444444446,0.9855740904676051,0.008278273677599035,1.0,3.4444444444444446
0.6,0.1,2,trivial,0.002398432312103638,0.0,0.0,0.05555555555555536,1.0,1.0,0.011992161560518189,random,random,random,1.0,,1.0,0.0,1.0,2.111111111111111,1.0,0.0,1.0,2.111111111111111,1.0,0.0,1.0,2.1666666666666665,1.0,0.0,1.0,2.111111111111111,1.0,0.0,1.0,2.111111111111111
0.6,0.1,3,trivial,0.002398432312103638,0.0,0.0,0.0,1.0,1.0,0.011992161560518189,random,random,random,1.0,,1.0,0.0,1.0,1.4444444444444444,1.0,0.0,1.0,1.4444444444444444,1.0,0.0,1.0,1.4444444444444444,1.0,0.0,1.0,1.4444444444444444,1.0,0.0,1.0,1.4444444444444444
0.6,0.1,4,trivial,0.002398432312103638,0.0,0.0,0.0,1.0,1.0,0.011992161560518189,random,random,random,1.0,,1.0,0.0,1.0,1.2777777777777777,1.0,0.0,1.0,1.2777777777777777,1.0,0.0,1.0,1.2777777777777777,1.0,0.0,1.0,1.2777777777777777,1.0,0.0,1.0,1.2777777777777777
0.8,0.02,1,trivial,0.0,0.0,0.0,0.0,1.0,1.0,0.0,random,random,random,1.0,,1.0,0.0,1.0,0.7777777777777778,1.0,0.0,1.0,0.7777777777777778,1.0,0.0,1.0,0.7777777777777778,1.0,0.0,1.0,0.7777777777777778,1.0,0.0,1.0,0.7777777777777778
0.8,0.02,2,trivial,0.0,0.0,0.0,0.0,1.0,1.0,0.0,random,random,random,1.0,,1.0,0.0,1.0,0.5555555555555556,1.0,0.0,1.0,0.5555555555555556,1.0,0.0,1.0,0.5555555555555556,1.0,0.0,1.0,0.5555555555555556,1.0,0.0,1.0,0.5555555555555556
0.8,0.02,3,trivial,0.0,0.0,0.0,0.0,1.0,1.0,0.0,random,random,random,1.0,,1.0,0.0,1.0,0.5555555555555556,1.0,0.0,1.0,0.5555555555555556,1.0,0.0,1.0,0.5555555555555556,1.0,0.0,1.0,0.5555555555555556,1.0,0.0,1.0,0.5555555555555556
0.8,0.02,4,trivial,0.0,0.0,0.0,0.0,1.0,1.0,0.0,random,random,random,1.0,,1.0,0.0,1.0,0.5555555555555556,1.0,0.0,1.0,0.5555555555555556,1.0,0.0,1.0,0.5555555555555556,1.0,0.0,1.0,0.5555555555555556,1.0,0.0,1.0,0.5555555555555556
0.8,0.05,1,trivial,0.0015323598341445922,0.0,0.0,0.0,0.9974460669430923,1.0,0.0025539330569076535,random,random,random,0.9974460669430923,,0.9974460669430923,0.0024819767995806104,1.0,2.2777777777777777,0.9974460669430923,0.0024819767995806104,1.0,2.2777777777777777,0.9974460669430923,0.0024819767995806104,1.0,2.2777777777777777,0.9974460669430923,0.0024819767995806104,1.0,2.2777777777777777,0.9974460669430923,0.0024819767995806104,1.0,2.2777777777777777
0.8,0.05,2,trivial,0.0005107866113815307,0.0,0.0,0.0,1.0,1.0,0.0025539330569076535,random,random,random,1.0,,1.0,0.0,1.0,1.3888888888888888,1.0,0.0,1.0,1.3888888888888888,1.0,0.0,1.0,1.3888888888888888,1.0,0.0,1.0,1.3888888888888888,1.0,0.0,1.0,1.3888888888888888
